name,type,breed,size,days_in_shelter,outcome_condition,is_sterilized,outcome
MITTENS,CAT,DOMESTIC LH,1,40,1,1,1
*DANDELION,DOG,GREAT PYRENEES,4,40,0,1,1
*ALICE,CAT,DOMESTIC SH,1,21,1,1,1
LIBERTY,DOG,BOXER,3,1,1,0,0
DIAMOND,DOG,PIT BULL/MIX,3,18,0,0,0
BABY,DOG,BULLDOG,3,4,1,1,0
LUNA,DOG,LABRADOR RETR/DOBERMAN PINSCH,3,6,1,1,0
GRAYSON,CAT,DOMESTIC SH,1,52,1,1,1
BRAD,DOG,CHIHUAHUA LH/MIX,1,126,0,1,1
CALLI,CAT,DOMESTIC MH,2,22,1,1,1
ALPHA,DOG,GERM SHEPHERD,4,75,0,0,0
DORY,DOG,LABRADOR RETR,3,3,1,1,0
MAX,DOG,CHIHUAHUA SH,2,3,1,1,0
PEPPER,DOG,BULL TERRIER/LABRADOR RETR,5,0,1,1,0
*MIRT,CAT,DOMESTIC MH,2,46,1,1,1
*MARCUS,DOG,PARSON RUSS TER/MIX,2,30,1,1,1
*MICKEY,CAT,DOMESTIC SH,2,24,1,1,1
*MAE,DOG,PIT BULL,4,70,1,1,0
XAO MAU,CAT,SIAMESE,2,14,1,1,1
HAKU,DOG,PIT BULL,3,16,1,1,0
GROMIT,CAT,DOMESTIC LH,1,69,1,1,1
*JADE,DOG,PIT BULL,3,60,1,1,1
VAN,CAT,DOMESTIC SH,1,8,1,1,1
DIEGO,DOG,CHIHUAHUA SH,1,60,1,1,1
BLANCA,DOG,POODLE TOY,1,0,0,1,0
REMY,DOG,BORDER COLLIE/PIT BULL,3,33,1,1,1
POTATO,DOG,CHIHUAHUA SH/MIX,2,22,1,1,1
BRUISER,DOG,PIT BULL/MIX,4,1,1,1,0
MILLY,DOG,CHIHUAHUA SH/BEAGLE,2,12,1,1,1
BADGER,DOG,CATAHOULA/LABRADOR RETR,3,0,1,1,0
*BENNY,OTHER,RABBIT SH,2,75,1,1,0
ELLIE,DOG,GERM SHEPHERD,4,11,1,1,1
LUCY,DOG,AUST SHEPHERD,3,0,0,1,0
*ARTURO,CAT,DOMESTIC SH,1,1,1,1,1
*LANEY,DOG,PIT BULL/MIX,4,106,0,1,0
*GREG,DOG,ALASKAN HUSKY,2,28,1,1,1
WILLY,DOG,GERM SH POINT,3,1,0,1,0
TASSIA,CAT,DOMESTIC SH,2,4,1,1,1
TANKER,DOG,LABRADOR RETR/MIX,4,0,1,0,0
*ASHLEY,CAT,DOMESTIC SH,1,10,1,1,1
COOKIE,DOG,PIT BULL,4,88,1,1,1
PAMAGO,DOG,PIT BULL,4,26,0,1,0
SPOT,CAT,DOMESTIC SH,2,1,1,1,0
ANNABELLE,DOG,CAIRN TERRIER/MIX,1,4,1,1,0
SAMMY,DOG,LABRADOR RETR/GERM SHEPHERD,4,7,1,1,0
RUFFIO,DOG,BLACK MOUTH CUR,3,0,0,1,0
COOKIE,DOG,PIT BULL,4,45,1,1,1
JAKE,DOG,PARSON RUSS TER,2,0,1,1,0
*SHELIA,CAT,DOMESTIC SH,1,24,1,1,1
*GIRL,OTHER,PEAFOWL,4,70,0,0,1
HENRY,DOG,POODLE MIN/MIX,2,0,0,1,0
CHICO,DOG,PIT BULL,3,1,1,1,0
TEDDY,CAT,DOMESTIC SH,2,9,0,1,1
SAMMY,DOG,BORDER COLLIE/MIX,4,1,1,0,0
SABER,DOG,PARSON RUSS TER/MIX,2,0,1,1,0
*LIL SHERI,OTHER,RABBIT SH,2,44,1,1,0
POPPY,CAT,DOMESTIC SH,1,42,1,1,1
HEMINGWAY,CAT,DOMESTIC LH,2,21,1,1,1
*MINNIE,CAT,DOMESTIC SH,2,38,1,1,1
ASHES,DOG,CHIHUAHUA SH,2,0,0,0,0
*RONNIE,DOG,CHIHUAHUA SH/DACHSHUND,2,85,0,1,0
LUCY,DOG,GREAT PYRENEES,5,24,0,0,0
*MITEY MOUSE,CAT,DOMESTIC SH,1,56,1,1,1
OTIS,DOG,PIT BULL,1,4,1,1,1
SAMSON,DOG,PIT BULL,4,67,1,0,0
SKETCH,DOG,GOLDEN RETR/POODLE STND,3,1,0,1,0
BUN,DOG,PIT BULL,4,36,1,1,1
ANUBIS,DOG,ALASK MALAMUTE/MIX,4,10,0,0,0
BINDI,OTHER,POTBELLY PIG,2,1,1,0,0
*SUNSHINE,CAT,DOMESTIC SH,1,18,1,1,1
*TIMOTHY,OTHER,RABBIT SH,2,16,1,1,0
*TRINITY,DOG,GERM SHEPHERD,4,21,1,1,1
*ARTHUR,CAT,DOMESTIC SH,1,13,1,1,1
KC,CAT,SIAMESE/MIX,4,14,1,1,1
JACK,CAT,DOMESTIC SH,2,0,0,1,0
*TUX,CAT,DOMESTIC SH,1,49,1,1,1
BELLA,DOG,PIT BULL/MIX,3,11,0,0,0
WILEY,DOG,MIN PINSCHER,1,31,0,1,1
WEENIE,DOG,GERM SHEPHERD/MIX,4,1,0,1,0
SADIE,DOG,LABRADOR RETR/POODLE STND,3,0,1,1,0
*RACHAEL,CAT,DOMESTIC SH,2,9,1,1,1
MUNECA,DOG,GERM SHEPHERD/MIX,4,2,0,0,0
*REMY,CAT,DOMESTIC LH,1,18,1,1,0
LOUIE,DOG,ANATOL SHEPHERD/MIX,4,1,0,1,0
SHADOW,DOG,CHIHUAHUA SH,1,22,1,0,0
BENNIE,DOG,CHIHUAHUA SH,2,25,1,1,1
*JAZZ,CAT,DOMESTIC SH,1,60,1,1,1
LAYLA,DOG,FRENCH BULLDOG/MIX,2,3,1,1,0
MILLIE,DOG,POODLE MIN,2,2,1,1,0
CAL,DOG,GERM SHEPHERD,4,31,1,1,0
LILU,DOG,SIBERIAN HUSKY/MIX,3,39,1,1,0
SHAMELESS,DOG,AUST CATTLE DOG,1,2,0,0,0
Z,DOG,PIT BULL,3,3,1,0,0
*MANGO,DOG,SIBERIAN HUSKY/MIX,4,14,1,1,1
CJ,CAT,DOMESTIC SH,2,42,1,1,0
LOUIE,CAT,DOMESTIC SH,1,2,1,1,1
JUNO,DOG,PARSON RUSS TER,2,1,1,0,0
*WYNONA,CAT,SIAMESE,1,10,1,1,1
MAVERICK,DOG,SIBERIAN HUSKY,3,1,1,0,0
CHARLES,OTHER,MACAW,2,2,0,0,0
PEPPER,OTHER,CHICKEN,2,0,1,0,0
*GORDIE,DOG,PIT BULL,4,119,1,1,1
TESSA,CAT,OCICAT,2,52,0,1,1
THOR,DOG,GERM SHEPHERD,4,0,0,0,0
*RANDY,CAT,DOMESTIC SH,1,18,1,1,1
PEBBLES,DOG,PIT BULL,4,14,0,0,0
LUCAS,DOG,GERM SHEPHERD,4,16,0,0,0
PARKER,DOG,GERM SHEPHERD/WELSH CORGI CAR,3,11,0,1,0
SAM,DOG,GERM SH POINT,3,0,1,0,0
HAJI,DOG,SIBERIAN HUSKY,3,0,1,1,0
*POSH-SPICE,DOG,CHIHUAHUA LH/MIX,2,23,1,1,1
*GUY,DOG,SC WHEAT TERR/MIX,1,11,1,1,1
NAKITA,DOG,SIBERIAN HUSKY,4,5,0,0,0
*RUDOLPH,CAT,DOMESTIC SH,2,26,1,1,1
BLACKIE,DOG,CHIHUAHUA SH,1,1,1,1,0
HARLEY BUCK,DOG,LABRADOR RETR,3,4,1,0,0
SAMANTHA,DOG,GREAT PYRENEES/MIX,4,190,1,0,0
FELIX,CAT,DOMESTIC LH,2,15,0,1,0
ANDY,DOG,CHIHUAHUA LH/MIX,1,16,0,1,1
ZEPHYR,DOG,RHOD RIDGEBACK,3,4,1,1,0
GREMLIN,CAT,DOMESTIC MH,2,6,1,1,0
LLUVIA,DOG,GERM SHEPHERD,3,0,0,1,0
KAY,DOG,ROTTWEILER/GERM SHEPHERD,4,1,1,1,0
SMOKEY,DOG,PIT BULL,3,3,0,0,0
*MILO,DOG,GERM SHEPHERD/MIX,3,148,0,1,0
DUKE,CAT,SIAMESE,2,2,1,0,0
DUCHESS,DOG,DACHSHUND/MIX,1,28,1,1,1
BABY,DOG,PIT BULL,3,103,1,1,1
*KEN,DOG,BELG MALINOIS/MIX,1,17,1,1,1
WILFRED,CAT,DOMESTIC SH,2,36,1,1,0
CISCO,CAT,HIMALAYAN,2,1,0,1,0
FLACO,DOG,GERM SH POINT,4,0,1,1,0
*NELLIE,CAT,DOMESTIC SH,2,18,1,1,1
DAISY,DOG,PIT BULL & MIX,3,0,1,1,0
MILO,DOG,CHIHUAHUA LH/MALTESE,2,0,1,0,0
JACK,DOG,PARSON RUSS TER,2,1,1,1,0
*JENNY,CAT,DOMESTIC SH,2,31,1,1,1
*BRIDGET,OTHER,RABBIT SH,2,23,1,1,1
LEELU,DOG,PIT BULL/MIX,3,11,0,1,0
59,OTHER,CHICKEN,2,0,0,0,0
PEANUT,DOG,CHIHUAHUA SH,2,0,1,0,0
*CHARLOTTE,CAT,DOMESTIC SH,2,7,1,1,1
SPARKY,DOG,PIT BULL/BOXER,3,5,1,1,0
FLUFFY,CAT,DOMESTIC LH,1,13,1,1,1
ANGEL,DOG,AMERICAN STAFF/PIT BULL,4,2,1,1,0
*YODA,DOG,CHIHUAHUA SH,1,32,1,1,1
*ROXY,CAT,DOMESTIC SH,1,31,1,1,1
ZEUS,DOG,PIT BULL,3,10,0,1,0
KICKY,DOG,CHIHUAHUA SH,1,44,1,1,1
COOPER,DOG,SCHNAUZER MIN,2,1,1,1,0
CHICK,DOG,CHIHUAHUA SH/PARSON RUSS TER,2,13,1,1,1
OREO,CAT,DOMESTIC SH/MIX,1,31,1,1,1
CAINE,DOG,AMER BULLDOG/MIX,4,2,0,1,0
TED,DOG,PIT BULL/MIX,3,35,1,1,1
*MABEL,CAT,DOMESTIC SH,1,32,1,1,1
*HOWARD,CAT,DOMESTIC SH,2,43,1,1,1
MILLIE,DOG,GERM SH POINT/LABRADOR RETR,4,1,0,1,0
PEPPER,DOG,LABRADOR RETR/SIBERIAN HUSKY,3,1,1,1,0
BOO,DOG,CHIHUAHUA SH,1,7,1,1,0
BO JANGLES,OTHER,GOAT,4,1,1,0,0
*TEDDY,DOG,PARSON RUSS TER/MIX,3,20,1,0,0
HAPPY,DOG,CHIHUAHUA SH/MIX,2,2,1,1,0
JACK,CAT,DOMESTIC SH,2,2,0,1,0
LUKAS,DOG,PIT BULL,4,0,0,1,0
*CAMERON,DOG,CAIRN TERRIER/MIX,2,7,1,1,1
*DIANA,CAT,DOMESTIC SH,2,8,1,1,1
RUNA,DOG,GERM SHEPHERD,4,0,0,1,0
TOBY,CAT,DOMESTIC MH,2,2,1,1,0
*AMY,CAT,DOMESTIC SH,1,34,1,1,1
*BRUNO,CAT,DOMESTIC SH,1,56,1,1,1
*CAMO,DOG,AUST CATTLE DOG,3,78,1,1,1
NEWT,DOG,PIT BULL,4,34,1,1,1
JAGUAR,DOG,AMERICAN STAFF,4,1,1,1,0
CINDER,DOG,BELG MALINOIS,4,47,1,1,1
LITTLE,DOG,MALTESE/POODLE TOY,2,0,1,1,0
ID #26759,CAT,DOMESTIC SH,1,0,0,0,0
*TILLY,DOG,PIT BULL,3,243,1,1,1
QUASI,DOG,PIT BULL/MIX,3,6,0,0,0
HAZEL,DOG,CHIHUAHUA SH,2,0,1,1,0
* CLAY,DOG,PIT BULL/MIX,3,26,1,0,0
*ANDRE,DOG,GERM SHEPHERD/MIX,4,123,1,1,0
BENJI,DOG,PIT BULL,1,32,1,1,1
VIOLET,DOG,PIT BULL,4,38,1,1,1
FIGARO,CAT,DOMESTIC SH,2,46,1,1,1
SAGE,DOG,RHOD RIDGEBACK/MIX,3,22,0,0,0
CINNAMON,DOG,PIT BULL/MIX,3,0,1,0,0
VALENTINO,CAT,DOMESTIC SH,1,5,0,1,0
CHUCKIE,DOG,CHIHUAHUA SH/MIX,2,3,1,0,0
CUJO,DOG,PIT BULL/MIX,4,25,0,0,0
RIVER,DOG,BORDER COLLIE/MIX,3,1,1,1,0
CHARLIE,DOG,COCKER SPAN,2,4,0,1,0
*HUNTER,DOG,LABRADOR RETR/MIX,4,49,0,1,0
CASPER,DOG,PIT BULL,4,84,1,1,1
DIO,DOG,GERM SHEPHERD/MIX,4,0,0,0,0
*ALEX,CAT,DOMESTIC MH,2,30,0,1,1
CHICKEN,DOG,LABRADOR RETR/MIX,4,51,1,0,0
BRODY,DOG,SIBERIAN HUSKY,3,0,1,0,0
*THORA,CAT,DOMESTIC SH,1,32,1,0,0
*HALEY,CAT,DOMESTIC SH,1,7,1,1,1
VAN GOGH,DOG,LABRADOR RETR,3,3,0,0,0
BELLA,DOG,GERM SHEPHERD/SIBERIAN HUSKY,4,3,0,1,0
*ROLAND,CAT,DOMESTIC SH,1,26,0,1,1
*CAITLIN,CAT,DOMESTIC SH,2,69,1,1,0
27161,CAT,DOMESTIC SH,1,0,0,0,0
*PATSY,DOG,CHIHUAHUA SH/MIX,1,16,1,1,1
GOOSE,DOG,AUST CATTLE DOG/MIX,3,338,0,1,0
ANGEL,DOG,CHIHUAHUA SH,1,17,1,1,1
BUSTER,DOG,PIT BULL,4,32,0,0,0
COCO,DOG,POODLE MIN,2,3,0,1,0
LULU,DOG,PIT BULL,3,1,0,1,0
BINKS,DOG,CAIRN TERRIER/MIX,2,0,1,1,0
HARLOW,DOG,GREAT PYRENEES/CATAHOULA,1,16,1,1,1
COOPER,DOG,GREAT DANE/MIX,4,0,1,1,0
*BABY-SPICE,DOG,CHIHUAHUA LH/MIX,2,3,1,1,1
JASPER,DOG,PIT BULL,4,1,1,1,0
FIN,DOG,BOSTON TERRIER,2,0,1,0,0
TANK,DOG,AKITA/LABRADOR RETR,4,31,1,1,0
CHLOE ANGEL,CAT,DOMESTIC SH,2,25,0,1,0
JANE EYRE,CAT,DOMESTIC SH,2,69,1,1,0
SHEBA,CAT,DOMESTIC SH,2,47,0,1,0
25,OTHER,CHICKEN,2,0,0,0,0
BUTTERSCOTCH,CAT,DOMESTIC SH,2,16,1,1,1
RAZOR,DOG,BOSTON TERRIER,2,0,1,1,0
*PRIMROSE,CAT,DOMESTIC MH,1,7,1,1,1
*TANEEYA,DOG,GERM SHEPHERD/MIX,4,29,0,1,0
HAPPY,DOG,POODLE MIN,2,0,1,1,0
ZEUS,DOG,SIBERIAN HUSKY,3,1,0,0,0
ECLIPSE,DOG,PIT BULL/BASSET HOUND,3,0,1,0,0
*NORA,DOG,POODLE MIN/MIX,2,23,0,0,0
OSO,DOG,PAPILLON/BRITTANY,2,29,1,1,1
GEORGIA,DOG,PARSON RUSS TER,2,16,0,1,0
*CARLOS,CAT,SIAMESE/MIX,1,24,1,1,1
MAISY,DOG,CHIHUAHUA SH/MIX,1,14,1,1,1
*JON,CAT,DOMESTIC LH,1,11,1,1,1
ROSIE,DOG,BRITTANY/GERM SH POINT,3,0,1,0,0
*ANDY,CAT,DOMESTIC SH,1,18,1,1,1
BENGY,DOG,SIBERIAN HUSKY,3,245,1,1,1
BOBO,DOG,POODLE TOY,2,0,0,0,0
MICAH,DOG,TIBETAN TERR/MIX,2,15,0,1,0
NALA,DOG,GERM SHEPHERD,4,1,1,0,0
LOUISE,CAT,DOMESTIC SH,1,36,1,1,1
BISMARK,CAT,DOMESTIC SH,2,24,1,1,1
MIDNIGHT,CAT,DOMESTIC MH,1,11,1,1,1
*LIAM,CAT,DOMESTIC SH,1,19,1,1,1
*LUKE,DOG,DACHSHUND/CHIHUAHUA SH,1,17,1,1,1
BELLA,DOG,BORDER COLLIE/MIX,1,10,1,1,1
SHADOW,DOG,GERM SHEPHERD,4,19,1,1,1
MAGGIE,DOG,AMERICAN STAFF,4,0,1,1,0
ELLY,DOG,PIT BULL,4,19,0,1,0
QUINTEN,DOG,GERM SHEPHERD/MIX,3,11,0,1,0
*WILBUR,CAT,DOMESTIC SH,1,27,0,1,0
BOBO,DOG,CHIHUAHUA SH,1,26,1,1,1
STELLA,CAT,DOMESTIC SH,2,13,1,1,1
TUCKER,DOG,DOBERMAN PINSCH/MIX,3,3,0,1,0
RUE,DOG,CHIHUAHUA LH,1,2,1,1,1
MADDIE,DOG,LABRADOR RETR,3,1,1,1,0
BELLA,DOG,GREAT PYRENEES,4,0,1,0,0
*ZIPPER,DOG,BORDER COLLIE/MIX,1,9,1,0,0
SCOUT,DOG,BEAGLE/FOX TERR SMOOTH,3,17,1,1,1
TUBBS,DOG,CAIRN TERRIER/SKYE TERRIER,2,8,0,1,1
*SARABI,DOG,CHIHUAHUA LH,1,14,1,1,0
BAILEI,DOG,BULLDOG/MIX,3,17,1,0,0
MOLLY,DOG,GOLDEN RETR,4,0,0,0,0
WILLIE,DOG,AUST CATTLE DOG,3,4,1,0,0
RED,CAT,DOMESTIC LH,2,17,1,1,1
BLUE,DOG,YORKSHIRE TERR,1,1,0,1,0
*GEORGE,CAT,DOMESTIC SH,2,24,0,1,1
COOKIE,DOG,POODLE MIN,2,12,0,1,0
STUART,DOG,PIT BULL/SIBERIAN HUSKY,1,7,0,0,0
BLANCA,CAT,DOMESTIC SH,1,5,0,0,0
*WONDA,DOG,PIT BULL,2,27,1,1,1
OSO,DOG,BORDER COLLIE/MIX,3,48,1,0,0
*BELLE,CAT,DOMESTIC SH,1,60,1,1,1
BENJI,DOG,COCKER SPAN,3,37,0,1,1
TACO,DOG,CHIHUAHUA LH/MIX,1,0,1,1,0
ZOEY,DOG,CHIHUAHUA SH/PARSON RUSS TER,2,27,1,1,1
LOTUS,CAT,SIAMESE/MIX,1,23,1,1,1
TUSSA,CAT,MANX,2,11,1,1,0
ODESSA,DOG,PIT BULL,1,52,1,1,1
HERSHEY,DOG,LABRADOR RETR,4,8,1,1,1
*HAROLD,CAT,DOMESTIC MH,1,10,1,1,1
MAYA,DOG,PIT BULL,3,0,1,0,0
SOMBRA,DOG,LABRADOR RETR,2,10,1,1,1
BUDDY,DOG,YORKSHIRE TERR,1,1,0,0,0
*JERRY,CAT,DOMESTIC SH,2,17,1,1,0
PRINCE,DOG,SIBERIAN HUSKY,3,1,1,0,0
*REX,DOG,GERM SHEPHERD,3,45,1,1,1
NALA,DOG,ROTTWEILER,3,19,0,1,0
ALLEY,CAT,DOMESTIC SH,2,23,1,1,1
*LAYLA,CAT,DOMESTIC SH,1,22,0,1,1
MYRTLE MAE,CAT,DOMESTIC SH,2,11,1,1,0
ZENA,DOG,PIT BULL/MIX,3,3,1,0,0
BELLE,DOG,GREAT PYRENEES,4,0,1,0,0
JACKIE,DOG,SCHNAUZER MIN/MIX,3,54,1,1,1
BUBBA,DOG,PIT BULL,3,1,0,1,0
*NIGEL,CAT,DOMESTIC MH,1,3,1,1,1
HARVEST,DOG,SCHNAUZER MIN/MIX,3,1,1,0,0
PRINCESSA,DOG,BEAGLE,3,2,1,1,0
LUCY,DOG,CHIHUAHUA SH,1,27,1,1,1
CRICKET,DOG,AMERICAN STAFF,4,1,0,0,0
BEAU,DOG,AUST CATTLE DOG/MIX,4,0,1,1,0
MILES,DOG,CHIHUAHUA SH/MIX,2,35,1,1,1
BRUNO LEE,DOG,POODLE TOY/CAIRN TERRIER,2,44,1,1,1
*ROXIE,OTHER,RABBIT SH,3,43,0,1,0
*DUEY,CAT,DOMESTIC LH,1,15,1,1,1
OLIVER,CAT,DOMESTIC SH,2,0,0,1,0
*KODA,DOG,SIBERIAN HUSKY/MIX,4,83,1,1,0
TANK,DOG,PIT BULL,1,35,1,1,1
CHATO,DOG,SHIH TZU,1,13,1,0,0
MINNIE,OTHER,RABBIT SH,2,251,1,1,0
BALOO,DOG,CHIHUAHUA SH,2,1,1,0,0
TT,DOG,CHIHUAHUA SH/MIX,2,2,1,0,0
PRINCESS,DOG,PIT BULL/MIX,3,0,0,0,0
DIXIE,DOG,GERM SHEPHERD,4,20,1,1,1
MICKEY,DOG,BOXER/PIT BULL,3,0,1,1,0
MAX,DOG,BORDER COLLIE,3,0,0,1,0
DALLIE,DOG,CHIHUAHUA SH,1,8,1,1,0
AUGGIE,DOG,BORDER COLLIE,3,0,1,0,0
CLARK GABLE,OTHER,GOAT,5,1,1,1,0
TIGER,DOG,CHINESE SHARPEI/PIT BULL,3,48,0,0,0
*SANDRA,CAT,DOMESTIC SH,2,15,1,1,1
*DAVID,CAT,DOMESTIC SH,2,20,1,1,1
OTIS,DOG,GREAT PYRENEES,5,0,1,0,0
COSMO,DOG,PIT BULL/MIX,3,0,1,0,0
PHYSLIE,DOG,PIT BULL,4,1,1,1,0
*MACCA,CAT,DOMESTIC SH,1,25,1,1,1
*MIKEY,DOG,CHIHUAHUA SH,2,17,1,1,1
KUDA,DOG,GERM SHEPHERD,4,1,1,1,0
*MAX,DOG,BELG MALINOIS,4,51,0,1,0
BRUNO,DOG,BLOODHOUND/MIX,3,0,1,1,0
PERLITA,DOG,CHIHUAHUA SH,1,7,0,1,0
*CHICA,OTHER,CHICKEN,2,21,1,0,0
*LUCY,CAT,DOMESTIC SH,2,29,1,1,1
LAYLA,DOG,FRENCH BULLDOG/MIX,2,3,0,1,0
BEAST,DOG,PIT BULL,4,6,1,0,0
*LISA,CAT,DOMESTIC SH,1,2,1,1,1
RYDER,DOG,QUEENSLAND HEEL/MIX,3,26,1,1,0
SUNNY,DOG,GERM SHEPHERD,4,181,1,1,1
*MUFFIN,DOG,CHIHUAHUA LH/MIX,2,51,1,1,1
*CHRISTIAN,CAT,DOMESTIC SH,2,28,1,1,0
*RUPERT,DOG,PARSON RUSS TER/MIX,2,18,1,1,0
RAMA,DOG,AUST KELPIE/MIX,3,3,1,1,0
BEN,DOG,PARSON RUSS TER/CHIHUAHUA SH,1,11,1,1,1
*MARY-KATE,CAT,DOMESTIC SH,2,147,1,1,1
GEORGE,DOG,PIT BULL,4,53,1,1,1
*ROSCOE,DOG,AUST KELPIE/MIX,4,59,1,1,1
SCOOBY,DOG,ROTTWEILER,3,2,1,0,0
*BESSIE,CAT,DOMESTIC SH,1,22,1,1,1
*ZORRO,CAT,DOMESTIC SH,1,23,1,1,1
RYDER,DOG,GERM SHEPHERD,3,0,1,1,0
KIMMY,DOG,VIZSLA/MIX,3,0,1,1,0
BIJOU,DOG,CHIHUAHUA LH,1,3,1,1,0
*BILL,CAT,DOMESTIC MH,2,9,1,1,1
ZIPPER,CAT,DOMESTIC SH,2,47,1,1,0
TARA,DOG,PIT BULL,3,43,0,0,0
BOO,DOG,PIT BULL/MIX,3,22,1,1,1
OAKY,DOG,PIT BULL/MIX,4,3,1,1,0
KONA,DOG,SIBERIAN HUSKY,4,30,1,1,1
TEDDY,CAT,DOMESTIC SH,2,9,0,1,0
*DAVE,CAT,DOMESTIC LH,1,8,1,1,1
CHAS,DOG,GERM SHEPHERD,4,25,1,0,0
*SEQUOIA,CAT,DOMESTIC SH,1,4,1,1,1
BANDIT,CAT,DOMESTIC SH,1,69,1,1,1
*MIKEY,DOG,PIT BULL/AUST CATTLE DOG,4,242,1,1,1
BRANDY,DOG,BORDER COLLIE/IRISH SETTER,3,0,1,1,0
*BARNEY,DOG,GERM SHEPHERD/MIX,2,62,0,0,0
CLOVER MAE,DOG,PIT BULL/MIX,3,5,0,1,0
BEAR BUDDY,CAT,DOMESTIC SH,2,9,0,1,0
LUNA,DOG,BEAGLE/FOX TERR SMOOTH,3,3,1,1,1
*ROSE,DOG,CHIHUAHUA SH,1,7,1,1,1
BOOTS,DOG,CHIHUAHUA SH,2,30,1,1,1
*GNOME,DOG,AUST CATTLE DOG/CATAHOULA,1,11,1,1,1
MARY JANE,DOG,LABRADOR RETR/DOBERMAN PINSCH,3,7,1,0,0
BIG WHITE,CAT,DOMESTIC MH,4,67,1,1,0
26437,OTHER,REX,2,0,0,0,0
MIKA,DOG,LABRADOR RETR,4,0,0,0,0
*MICKY,CAT,DOMESTIC SH,1,19,1,1,1
BRUISER,DOG,PIT BULL/MIX,4,0,1,1,0
CHAPO,DOG,PIT BULL,4,0,0,1,0
BOOTS,CAT,DOMESTIC SH,2,50,0,1,0
ELLIE MAY,DOG,YORKSHIRE TERR,2,34,1,1,1
BETA,DOG,GERM SHEPHERD/MIX,4,9,1,0,0
*HOPE,DOG,BOXER/MIX,3,49,1,1,1
NOAH,CAT,DOMESTIC SH,2,15,1,1,0
*CHAMP,DOG,LABRADOR RETR/MIX,4,162,0,1,1
MAXXIMUS,DOG,CHIHUAHUA SH/MIX,2,9,1,0,0
*RHETT,DOG,SCHNAUZER STAND/MIX,3,15,1,1,0
*VIXEN,CAT,DOMESTIC SH,2,21,1,1,1
*JAY,CAT,DOMESTIC MH,1,3,1,1,1
*CLEOPATRA,DOG,SIBERIAN HUSKY,3,41,0,0,0
*MOIRA,CAT,DOMESTIC SH,2,54,1,1,1
MISSY,DOG,PIT BULL,2,4,0,0,0
DOGE,DOG,DOGO ARGENTINO/AKITA,1,3,0,0,0
29209,CAT,DOMESTIC SH,1,0,0,0,0
*MCCOY,CAT,DOMESTIC SH,1,14,1,1,1
PINKY,DOG,CHIHUAHUA SH,1,5,0,1,0
GRACIE,CAT,DOMESTIC SH,2,3,0,1,0
JACK,CAT,DOMESTIC SH,2,1,1,1,0
NANCY,DOG,COCKER SPAN/MIX,2,43,1,1,1
*CELINE,CAT,DOMESTIC SH,1,64,1,1,1
*SLEEPY,OTHER,LOP-HOLLAND,2,41,1,1,0
STAR,DOG,ROTTWEILER,5,0,0,0,0
*MONROE,OTHER,HOTOT,2,14,1,1,0
TAKEIMI,DOG,AKITA/LABRADOR RETR,5,22,0,1,0
OLLIE,DOG,CHIHUAHUA SH,1,73,0,1,0
*ICHABOD,CAT,DOMESTIC SH,2,12,1,1,1
KODA,DOG,GERM SHEPHERD/SIBERIAN HUSKY,3,13,1,1,0
KILO,DOG,PIT BULL,4,1,1,1,0
JAGGERS,CAT,DOMESTIC SH,2,13,0,1,0
PACO,DOG,PARSON RUSS TER/MIX,2,9,1,1,1
ROXY,DOG,FRENCH BULLDOG,2,0,0,0,0
Z,DOG,PIT BULL,3,4,1,0,0
BELLA,DOG,LABRADOR RETR,3,15,1,1,1
ANNIE,CAT,CORNISH REX,2,43,0,0,0
COOKIE,DOG,POMERANIAN,2,33,1,1,1
*RICA,CAT,DOMESTIC SH,1,15,1,1,1
*BUNNY,CAT,DOMESTIC SH,1,6,1,1,1
BUBBA,DOG,ROTTWEILER,3,9,0,0,0
BOGART,CAT,DOMESTIC MH,2,59,1,1,1
SOKO,DOG,CHOW CHOW/LABRADOR RETR,4,0,1,1,0
*JUNE,CAT,DOMESTIC SH,2,29,1,1,1
*MCSWEETIE,CAT,DOMESTIC SH,2,16,1,1,1
DUKE,DOG,RHOD RIDGEBACK/MIX,4,6,0,0,0
BUDDY,DOG,PIT BULL/MIX,4,14,1,1,0
SUGA,DOG,SIBERIAN HUSKY,4,2,1,1,0
TRUFFLES,CAT,DOMESTIC MH,3,17,1,1,0
*LOGAN,DOG,LABRADOR RETR/MIX,4,0,0,1,0
ODIN,DOG,LABRADOR RETR,4,1,1,0,0
*PENNY,DOG,CHIHUAHUA LH,1,1,1,1,1
*ROSE,CAT,DOMESTIC SH,1,20,1,1,1
*BLIZZARD,CAT,DOMESTIC SH,1,15,1,1,1
ZEKE,DOG,BOXER,3,0,0,0,0
BOWSER,DOG,PIT BULL,3,1,1,1,0
ANDROMEDA,DOG,GERM SHEPHERD,4,14,0,1,0
DANNER,DOG,BORDER COLLIE/BASENJI,3,6,0,1,0
MISS MOLLY,CAT,DOMESTIC SH,2,20,1,1,1
STONY,DOG,PIT BULL,3,17,0,0,0
DYLAN,DOG,CAROLINA DOG/GERM SHEPHERD,4,34,1,1,1
MAVERICK,DOG,AUST CATTLE DOG,3,0,1,0,0
*STAR,CAT,DOMESTIC SH,1,79,1,1,1
MOKI,CAT,DOMESTIC SH,2,7,0,1,0
*SUNNY,DOG,GERM SHEPHERD/MIX,4,76,1,1,1
